6319,24,3456,256,0.000033,0.000130,0.000015,1545696367.519962,3422845829.583995,12460822635.465357
7583,24,3456,256,0.000034,0.000130,0.000016,1796015051.977292,3819669995.070751,14966177898.706966
9100,24,3456,256,0.000034,0.000140,0.000018,2137530039.710688,3952869953.165380,16688994184.736694
10920,24,3456,256,0.000036,0.000129,0.000016,2460775897.646329,5539281559.804710,21714800593.052628
13104,24,3456,256,0.000035,0.000126,0.000017,2973114009.855704,6348452562.690507,26543527253.540375
15725,24,3456,256,0.000031,0.000130,0.000017,4022639704.256737,7320763427.972551,30989992398.998238
18870,24,3456,256,0.000037,0.000126,0.000018,4050985864.578189,8369926694.257343,38393591038.872940
22644,24,3456,256,0.000038,0.000127,0.000020,4826215643.097890,9276050387.133804,45535599909.405563
27173,24,3456,256,0.000037,0.000131,0.000021,5942213874.053761,10440111016.375708,52999481974.669350
32608,24,3456,256,0.000037,0.000129,0.000023,7004188434.193172,11514632497.827669,64505930916.811417
39130,24,3456,256,0.000047,0.000131,0.000025,6654195688.027927,12767242489.314449,76701402496.146652
46956,24,3456,256,0.000048,0.000127,0.000033,7861211547.622860,11443959502.422035,94314308807.762329
56347,24,3456,256,0.000044,0.000131,0.000032,10353860311.250673,13971051700.067352,109843226558.271576
67617,24,3456,256,0.000051,0.000131,0.000033,10604092995.005274,16192293683.065784,132348190299.777481
81140,24,3456,256,0.000053,0.000129,0.000039,12138302307.109251,16826606552.878031,161362253125.915588
97368,24,3456,256,0.000060,0.000130,0.000042,12995395192.077093,18460576348.851021,191726792458.263947
116842,24,3456,256,0.000064,0.000129,0.000048,14521524329.747339,19491940401.418533,232073991107.280518
140210,24,3456,256,0.000074,0.000136,0.000055,15143922405.218729,20228309437.215549,264155841349.369354
168252,24,3456,256,0.000079,0.000175,0.000085,16993435204.203201,15844989561.645800,245933297387.755188
201903,24,3456,256,0.000093,0.000185,0.000091,17457163162.308372,17669714594.088921,278951315818.619629
242283,24,3456,256,0.000105,0.000141,0.000086,18468451857.317505,22427641122.219227,439073844507.292786
290740,24,3456,256,0.000125,0.000139,0.000104,18638821859.158997,22343561154.138237,536053638203.171997
348888,24,3456,256,0.000143,0.000141,0.000121,19572273021.884613,23003857326.867722,634607732277.292236
418666,24,3456,256,0.000161,0.000144,0.000141,20787527521.219517,23787503051.322590,742860970320.632812
502400,24,3456,256,0.000189,0.000145,0.000167,21228767156.774982,24030372954.425652,889394164910.748291
602880,24,3456,256,0.000222,0.000149,0.000198,21725992620.786369,24308819697.170399,1038559963143.822388
723456,24,3456,256,0.000254,0.000150,0.000237,22787182005.129208,24456263084.603645,1230833438995.186768
868147,24,3456,256,0.000305,0.000162,0.000277,22734544446.048832,25078903694.519104,1373293825531.777344
1041776,24,3456,256,0.000359,0.000175,0.000332,23206208184.340969,25074789364.917595,1522490470828.435791
1250132,24,3456,256,0.000435,0.000191,0.000397,22988343752.931602,25183140115.180077,1673615579701.581055
1500158,24,3456,256,0.000505,0.000218,0.000471,23764455667.198048,25473305760.712723,1758934361273.525879
1800190,24,3456,256,0.000608,0.000356,0.000564,23691620417.127552,25550148470.885162,1293606576152.194092
2160228,24,3456,256,0.000718,0.000634,0.000675,24071940697.255482,25621377256.820404,872080269251.327515
2592274,24,3456,256,0.000863,0.000804,0.000804,24025477963.476036,25788735285.955132,825610160127.940186
3110728,24,3456,256,0.001019,0.000978,0.000964,24417592223.762703,25826529516.899197,814582422442.703735
3732874,24,3456,256,0.001202,0.001169,0.001162,24847499424.307522,25690296923.662540,817642638081.755981
4479449,24,3456,256,0.001436,0.001392,0.001384,24957945843.923794,25884801368.022392,824019229737.913940
5375339,24,3456,256,0.001699,0.001633,0.001656,25307250038.834152,25972400962.010876,842569346725.790649
6450407,24,3456,256,0.002029,0.001966,0.002000,25428903829.631287,25795733679.146446,839983046678.799683
7740489,24,3456,256,0.002420,0.002313,0.002372,25591629361.133110,26110737638.442097,856614490760.786133
9288586,24,3456,256,0.002873,0.002764,0.002849,25862503430.373222,26082540362.732491,860417745609.539062
11146304,24,3456,256,0.003452,0.003295,0.003406,25831400038.100033,26183441186.383617,865999296218.787354
13375565,24,3456,256,0.004121,0.003931,0.004087,25965202263.052479,26184785834.698322,871149958954.499146
16050678,24,3456,256,0.004908,0.004764,0.005594,26160464839.766502,22952086319.069057,862467110177.962891
19260813,24,3456,256,0.005877,0.005694,0.006900,26219938711.805744,22330804561.191097,865911888297.931641
23112976,24,3456,256,0.007036,0.006738,0.007232,26278900237.524113,25566496813.863598,878163922615.519043
27735572,24,3456,256,0.008421,0.008059,0.008452,26347406206.983288,26252508715.252533,881051343233.352417
33282686,24,3456,256,0.010086,0.009667,0.010138,26398009291.900894,26264393547.418945,881390137963.772339
39939223,24,3456,256,0.012073,0.011596,0.012160,26465323308.276211,26276872101.250580,881713088999.369385
47927068,24,3456,256,0.014810,0.013937,0.016128,25889326086.481213,23773398816.298939,880362046567.708496
57512482,24,3456,256,0.017288,0.016738,0.019994,26613701625.366707,23011460171.572155,879644683410.834839
69014978,24,3456,256,0.020731,0.020133,0.024174,26633096180.415634,22839291700.611946,877538231229.259399
82817974,24,3456,256,0.025248,0.024027,0.028790,26241430391.766762,23013380677.327656,882412759218.799805
99381569,24,3456,256,0.029872,0.028767,0.034725,26615518880.963581,22895468875.347660,884402707237.183228
119257883,24,3456,256,0.035837,0.034380,0.036471,26622094737.988087,26159440243.222504,888012344985.830811
143109459,24,3456,256,0.043167,0.041252,0.043909,26521827215.146610,26073920873.001095,888093981956.209351
171731351,24,3456,256,0.051495,0.049494,0.052417,26679242771.776165,26209882610.586754,888255959129.109741
206077622,24,3456,256,0.062183,0.059373,0.062854,26512609492.328144,26229186334.053421,888557214838.580688
247293146,24,3456,256,0.074519,0.071408,0.075398,26548075819.311623,26238636750.083519,886548524904.671143
296751776,24,3456,256,0.089373,0.085619,0.090419,26562859484.121613,26255604075.622341,887289355368.115601
356102131,24,3456,256,0.107088,0.103062,0.108470,26602515791.679340,26263735315.450550,884538882681.279663
427322557,24,3456,256,0.128007,0.123710,0.130426,26706267331.016998,26210799702.658302,884283184458.380127
512787069,24,3456,256,0.154356,0.148601,0.156491,26576824008.136097,26214250476.740353,883394772269.816772
615344483,24,3456,256,0.185170,0.178494,0.187707,26585080448.385887,26225771544.829128,882542799765.513428
738413379,24,3456,256,0.222200,0.214036,0.225565,26585597030.395367,26188950733.688972,883187701151.071167
886096055,24,3456,256,0.267049,0.257167,0.270544,26544818735.871704,26201897899.248463,882074004269.602417
1063315266,24,3456,256,0.320824,0.307868,0.324510,26514593976.032467,26213473759.612377,884172286629.143555
