Number_of_elements,Kernel_reps,Cuda_blocks,Threads_per_block,T_hosttodev,T_exec,T_devtohost,Bw_HosttoDev,Bw_DevtoHost,Bw_execution
32000000,16,864,828,0.009714,0.006410,0.010779,26353653890.213467,23750214542.623085,1277935335722.787598
32000000,16,864,829,0.009705,0.006514,0.011139,26378443699.025547,22982788939.959675,1257609250027.905518
32000000,16,864,830,0.010089,0.006465,0.011133,25374013953.129734,22993855700.978954,1267109144288.058105
32000000,16,864,831,0.009701,0.006442,0.009746,26388662107.950245,26266685248.471718,1271652001871.701660
32000000,16,864,832,0.009707,0.006300,0.010135,26372427302.738201,25258721832.448856,1300267720159.725830
32000000,16,864,833,0.010112,0.006458,0.009745,25317214311.415604,26270491237.383614,1268420509912.312988
32000000,16,864,834,0.009721,0.006413,0.009831,26335264792.702980,26039687944.929100,1277412042591.968506
32000000,16,864,835,0.009708,0.006473,0.009826,26369784097.743813,26053842293.989777,1265467489960.046631
32000000,16,864,836,0.009700,0.006365,0.009750,26392612377.276081,26257422856.344418,1286987740192.664551
32000000,16,864,837,0.009708,0.006462,0.009746,26371009193.752186,26267466846.963524,1267661102289.385986
32000000,16,864,838,0.009719,0.006410,0.009746,26339255995.597641,26266706808.847466,1277937129994.803955
32000000,16,864,839,0.009703,0.006447,0.009746,26383753134.949818,26268410200.191605,1270578855961.160889
32000000,16,864,840,0.009997,0.006363,0.009750,25608917030.201866,26256262144.053341,1287354617085.423584
32000000,16,864,841,0.010095,0.006443,0.009746,25359128846.442665,26266871204.199627,1271442200703.253662
32000000,16,864,842,0.009710,0.006404,0.009745,26364996187.924812,26269140691.949368,1279144771804.162598
32000000,16,864,843,0.009704,0.006465,0.009746,26381463811.170341,26267682455.339859,1267158143816.023682
32000000,16,864,844,0.009718,0.006384,0.010777,26341781942.667801,23755135771.375172,1283117775788.765381
32000000,16,864,845,0.010091,0.006492,0.011133,25369653691.227333,22994537273.138851,1261818962912.280273
32000000,16,864,846,0.009693,0.006421,0.010126,26411163418.636925,25281963014.584404,1275775389346.618164
32000000,16,864,847,0.009713,0.006454,0.010122,26357487850.659855,25292273957.733540,1269249457113.558350
32000000,16,864,848,0.009676,0.006357,0.009827,26455906789.857235,26051715916.400776,1288649252755.281982
32000000,16,864,849,0.009716,0.006435,0.009746,26348489451.890068,26266464244.405457,1272946879724.033203
32000000,16,864,850,0.009705,0.006414,0.009746,26378386614.400181,26266359141.074787,1277244345021.180176
32000000,16,864,851,0.009700,0.006418,0.009746,26391412482.739883,26268194570.062569,1276492636619.102051
32000000,16,864,852,0.009712,0.006363,0.010603,26360370143.356388,24144611131.843487,1287385165438.270996
32000000,16,864,853,0.009716,0.006448,0.010603,26347974201.616150,24143953045.981178,1270493926150.035645
32000000,16,864,854,0.010111,0.006432,0.010278,25318165768.653763,24908005788.151844,1273533830982.930664
32000000,16,864,855,0.009710,0.006416,0.009751,26363527299.929081,26253267934.559750,1276709878572.162109
32000000,16,864,856,0.009713,0.006340,0.009745,26357542120.039932,26268628530.529819,1292135983769.398193
32000000,16,864,857,0.009709,0.006418,0.009746,26366845428.312622,26267733668.855186,1276472746956.114502
32000000,16,864,858,0.009710,0.006412,0.010777,26365484948.100716,23755113726.402225,1277545715134.605225
32000000,16,864,859,0.009685,0.006450,0.011136,26431765366.918911,22988206421.708916,1270140534002.698486
32000000,16,864,860,0.010043,0.006374,0.011135,25491584290.365387,22990522785.728630,1285215565007.422119
32000000,16,864,861,0.009707,0.006404,0.009824,26374057495.690342,26057430368.237446,1279222871919.010986
32000000,16,864,862,0.010108,0.006370,0.009824,25326221018.705185,26059130617.842239,1286072674478.339844
32000000,16,864,863,0.010006,0.006412,0.009826,25584656883.574688,26052749898.431431,1277553883050.854980
32000000,16,864,864,0.010120,0.006265,0.009746,25296832641.830318,26268113712.128281,1307596414105.115234
32000000,16,864,865,0.009718,0.006440,0.011136,26342568016.809738,22989199384.897884,1272111121913.921143
32000000,16,864,866,0.009715,0.006360,0.009747,26349769510.878319,26265087163.331165,1288095073851.790283
32000000,16,864,867,0.009711,0.006387,0.009745,26361160043.000633,26269086776.183758,1282529990704.600342
32000000,16,864,868,0.009710,0.006317,0.009746,26364151751.668030,26267655510.227589,1296784237881.051514
32000000,16,864,869,0.009709,0.006381,0.009745,26367527074.637680,26269814598.851940,1283728227431.290771
32000000,16,864,870,0.009781,0.006386,0.009745,26172264417.480484,26269057121.626369,1282749493596.740723
32000000,16,864,871,0.009712,0.006407,0.009745,26358386123.060585,26269979033.107956,1278550842368.674805
32000000,16,864,872,0.009719,0.006344,0.009745,26338876602.110645,26268706704.754047,1291225795885.873047
32000000,16,864,873,0.009717,0.006388,0.009745,26346368922.762913,26269248504.531479,1282479794436.188965
32000000,16,864,874,0.009697,0.006400,0.010613,26400494674.511753,24121862900.686043,1280020000058.497314
32000000,16,864,875,0.010124,0.006396,0.009746,25286567940.074585,26267194618.131516,1280800099498.830322
32000000,16,864,876,0.009714,0.006332,0.009746,26353870925.666031,26267790275.563511,1293782012340.611816
32000000,16,864,877,0.009699,0.006375,0.009750,26393265430.791302,26255777424.970661,1285033717514.608643
32000000,16,864,878,0.009705,0.006367,0.009745,26377571239.952980,26268841480.876450,1286576618346.897217
32000000,16,864,879,0.010118,0.006389,0.009746,25302293217.733490,26265952206.951477,1282292698947.845703
32000000,16,864,880,0.009668,0.006319,0.009746,26478114908.522011,26266736448.293999,1296447051720.140381
32000000,16,864,881,0.010108,0.006401,0.009745,25326398910.060753,26268544983.077488,1279767642601.658203
32000000,16,864,882,0.009704,0.006361,0.009744,26380895614.535522,26271437524.722313,1287845191051.428467
32000000,16,864,883,0.009711,0.006417,0.010611,26360641591.340820,24126668784.895016,1276646011968.317627
32000000,16,864,884,0.010115,0.006354,0.010611,25309562642.763275,24126577833.676826,1289309621731.474365
32000000,16,864,885,0.009721,0.006386,0.009747,26334476444.151062,26264521282.538383,1282859976298.985107
32000000,16,864,886,0.009646,0.006362,0.009746,26540637343.659763,26267518040.027641,1287717654487.466553
32000000,16,864,887,0.009702,0.006426,0.009747,26385088304.702766,26265655774.371334,1274916073317.780762
32000000,16,864,888,0.009715,0.006305,0.009747,26351179909.091179,26264036258.465248,1299199529965.776855
32000000,16,864,889,0.009710,0.006374,0.009747,26364206058.370762,26265817460.475052,1285258111576.509033
32000000,16,864,890,0.009704,0.006360,0.009746,26380838529.187504,26266601693.771027,1288149761329.477051
32000000,16,864,891,0.009710,0.006363,0.009745,26363253086.255138,26268787566.339054,1287476213369.129150
32000000,16,864,892,0.009710,0.006323,0.009745,26364694789.251637,26269245807.735161,1295530782377.040527
32000000,16,864,893,0.009708,0.006363,0.009745,26371145021.682499,26269625894.765278,1287476213369.129150
32000000,16,864,894,0.010104,0.006332,0.009748,25336442721.454941,26260743954.001785,1293730727790.790771
32000000,16,864,895,0.009714,0.006367,0.009745,26354988729.666386,26270626031.818390,1286633399337.065430
32000000,16,864,896,0.009707,0.006244,0.009746,26373457009.060757,26267466837.158321,1312009338042.389648
32000000,16,864,897,0.009810,0.006393,0.009747,26096528209.298607,26263521610.244686,1281386299667.414795
32000000,16,864,898,0.009706,0.006344,0.009745,26375282978.924084,26269814598.851940,1291260396358.178955
32000000,16,864,899,0.010109,0.006389,0.009931,25322758842.368862,25777070433.476200,1282228271852.621582
32000000,16,864,900,0.009649,0.006307,0.009746,26531898441.669300,26268221526.086540,1298945526678.125732
32000000,16,864,901,0.009711,0.006393,0.009746,26362845850.511360,26268221526.086540,1281398326024.887451
32000000,16,864,902,0.009706,0.006359,0.009745,26374628106.389668,26269245807.735161,1288320335000.461914
32000000,16,864,903,0.009709,0.006385,0.009745,26368613440.418129,26269248504.531479,1283027142197.715088
32000000,16,864,904,0.009710,0.006316,0.009745,26364939161.487083,26270086872.185871,1297062246095.636719
32000000,16,864,905,0.009705,0.006386,0.009745,26378362160.937138,26271060082.435234,1282793684247.802002
32000000,16,864,906,0.009709,0.006362,0.009746,26366655327.652485,26268466809.815804,1287636287116.028564
32000000,16,864,907,0.009717,0.006380,0.009745,26346206233.566357,26270488540.332134,1284099286276.052246
32000000,16,864,908,0.009694,0.006336,0.010278,26407343795.662590,24906379736.657555,1292994187689.330322
32000000,16,864,909,0.009708,0.006404,0.010778,26369186532.926247,23752155901.086601,1279110818301.692139
32000000,16,864,910,0.009711,0.006350,0.009746,26362954443.504208,26267113766.353142,1290125469241.424805
32000000,16,864,911,0.010109,0.006378,0.009936,25323537865.932537,25764540079.203785,1284454246619.794434
32000000,16,864,912,0.009694,0.006294,0.009820,26408626874.017490,26068221758.889622,1301578131526.594238
32000000,16,864,913,0.009699,0.006397,0.009746,26395339070.857708,26268410200.191605,1280693775640.703369
32000000,16,864,914,0.009942,0.006342,0.009746,25748286958.497093,26267194627.936512,1291670443896.855225
32000000,16,864,915,0.009691,0.006389,0.009746,26416516024.016781,26266493893.109047,1282149804341.889893
32000000,16,864,916,0.009712,0.006302,0.009746,26359526013.275200,26266574741.071442,1299841883489.613770
32000000,16,864,917,0.009707,0.006379,0.009747,26372044235.106033,26265682715.381138,1284301003849.995605
32000000,16,864,918,0.009709,0.006372,0.009745,26368369000.065689,26269410244.677261,1285530794850.063477
32000000,16,864,919,0.009714,0.006380,0.009746,26352647421.459778,26266574750.875980,1284016564860.407959
32000000,16,864,920,0.009907,0.006304,0.009745,25839115171.148979,26270787788.927582,1299428692829.671631
32000000,16,864,921,0.009708,0.006379,0.009745,26371337904.886780,26270464276.701160,1284135518235.398682
32000000,16,864,922,0.010094,0.006351,0.009745,25361015544.480633,26270140782.249641,1289907903841.934814
32000000,16,864,923,0.009901,0.006367,0.009745,25854963555.899998,26268922343.291210,1286609150653.491211
32000000,16,864,924,0.010100,0.006312,0.009748,25345894732.366840,26262333414.714680,1297764366064.838623
32000000,16,864,925,0.010106,0.006367,0.009745,25331518832.850922,26269248504.531479,1286592782481.774902
32000000,16,864,926,0.010105,0.006327,0.009745,25333882764.624786,26270652992.832855,1294800377775.175537
32000000,16,864,927,0.009710,0.006390,0.010989,26363497431.765137,23295637474.729324,1282099638558.299561
32000000,16,864,928,0.009706,0.006220,0.009745,26375500370.776924,26270167742.268112,1317069327864.663818
32000000,16,864,929,0.009708,0.006364,0.009745,26368667755.622520,26270111125.312523,1287210793761.778809
32000000,16,864,930,0.009703,0.006326,0.009745,26382363718.560478,26270138095.077316,1294909261684.483154
32000000,16,864,931,0.010098,0.006409,0.010778,25352006673.461845,23752067759.596001,1278145092255.483887
32000000,16,864,932,0.009717,0.006325,0.011143,26345555506.735394,22974501533.791805,1295265923902.971191
32000000,16,864,933,0.009913,0.006367,0.009746,25823708194.572739,26267383287.290215,1286698269885.722656
32000000,16,864,934,0.009695,0.006333,0.009750,26406551135.796337,26255992851.287533,1293599980027.412109
32000000,16,864,935,0.009706,0.006374,0.009746,26374304750.046196,26268410209.997509,1285153062604.353271
32000000,16,864,936,0.009706,0.006292,0.010124,26375228626.577896,25286368118.893269,1301932476484.298340
32000000,16,864,937,0.009686,0.006359,0.010127,26428649158.571835,25277736662.315266,1288259352896.259277
32000000,16,864,938,0.009712,0.006320,0.010123,26358410549.374184,25287969221.333656,1296118243469.955322
32000000,16,864,939,0.009647,0.006325,0.009745,26536309817.695038,26270086872.185871,1295210629801.103027
32000000,16,864,940,0.009666,0.006276,0.009759,26485442780.688671,26232080334.455070,1305206182417.114990
32000000,16,864,941,0.010002,0.006359,0.009746,25595397946.673401,26266898157.507629,1288318308755.250488
32000000,16,864,942,0.009707,0.006342,0.010603,26371634019.747124,24143816419.728611,1291803246690.577881
32000000,16,864,943,0.009707,0.006396,0.010603,26371473736.203274,24144226294.841114,1280703786638.366943
32000000,16,864,944,0.009656,0.006314,0.010604,26511884208.134899,24141236799.089558,1297376945458.962891
32000000,16,864,945,0.009714,0.006351,0.009745,26353710857.972603,26268951997.544304,1289828289704.631836
32000000,16,864,946,0.009718,0.006339,0.009749,26341944577.228321,26259337840.028111,1292238304944.677002
32000000,16,864,947,0.009697,0.006376,0.009746,26399811332.508121,26266439998.012093,1284823710084.872559
32000000,16,864,948,0.009713,0.006305,0.009745,26357162199.583252,26269682509.629360,1299327497035.807373
32000000,16,864,949,0.010119,0.006385,0.009745,25298060066.154217,26269032860.639465,1283043217997.171143
32000000,16,864,950,0.009704,0.006331,0.009745,26380702601.383816,26269871204.722401,1293964301113.286865
32000000,16,864,951,0.010118,0.006388,0.009745,25300540278.739407,26269895467.257851,1282377206713.133301
32000000,16,864,952,0.009706,0.006314,0.009745,26376592831.446102,26268951997.544304,1297387423790.530273
32000000,16,864,953,0.009696,0.006391,0.009745,26402977924.570717,26270922586.405605,1281725723172.900879
32000000,16,864,954,0.009698,0.006326,0.009829,26396185496.268559,26045235485.940052,1294888793224.291504
32000000,16,864,955,0.010101,0.006356,0.009825,25344135737.836914,26056472921.152248,1288858485530.338867
32000000,16,864,956,0.009700,0.006294,0.009825,26391575720.820961,26057295108.925911,1301511958837.243408
32000000,16,864,957,0.009660,0.006369,0.009746,26501902129.227253,26266655599.336136,1286161920688.851074
32000000,16,864,958,0.009993,0.006319,0.009747,25618163278.507877,26263254873.916069,1296506554098.395020
32000000,16,864,959,0.009713,0.006359,0.009746,26355501539.790634,26267383287.290215,1288153812765.985840
32000000,16,864,960,0.009674,0.006203,0.009747,26463526018.855942,26265655764.567482,1320562522127.948486
32000000,16,864,961,0.009707,0.006380,0.009745,26373514072.352085,26270221652.663795,1283958000582.671143
32000000,16,864,962,0.009640,0.006357,0.009746,26554980843.403259,26267089508.955704,1288631008940.025635
32000000,16,864,963,0.009712,0.006386,0.010607,26358548962.715279,24135171288.384705,1282900357077.293945
32000000,16,864,964,0.009702,0.006295,0.011133,26386641185.137367,22994062234.641045,1301273586513.350342
32000000,16,864,965,0.010110,0.006408,0.011133,25320374445.669243,22994993740.946079,1278396810153.444092
32000000,16,864,966,0.009700,0.006370,0.011139,26390922760.817238,22982954012.089531,1285999993823.708984
32000000,16,864,967,0.009704,0.006400,0.011134,26380158904.176189,22993192756.599133,1280018200660.478760
32000000,16,864,968,0.009708,0.006287,0.009748,26369593964.588402,26260714318.277428,1302957707926.117676
32000000,16,864,969,0.009705,0.006364,0.009746,26378905774.195900,26267278176.604469,1287303840078.236328
32000000,16,864,970,0.009703,0.006337,0.009745,26382719894.460400,26269571986.814728,1292824618033.202881
32000000,16,864,971,0.009722,0.006362,0.009745,26330757512.534916,26269895477.064865,1287612202355.473389
32000000,16,864,972,0.009722,0.006281,0.009745,26332713006.691612,26270868663.325302,1304185923656.317139
32000000,16,864,973,0.009659,0.006437,0.010952,26504953314.510456,23373812642.327618,1272570574318.476318
32000000,16,864,974,0.010111,0.006361,0.011134,25319069734.303864,22992717781.163986,1287810773361.578125
32000000,16,864,975,0.009698,0.006343,0.009745,26397494712.501514,26268951997.544304,1291435866251.373047
32000000,16,864,976,0.010112,0.006256,0.009746,25316260421.007500,26267898086.866779,1309391125107.319336
32000000,16,864,977,0.009707,0.006353,0.009746,26372343083.834160,26268493756.592545,1289448027375.266846
32000000,16,864,978,0.009717,0.006327,0.009745,26346046258.966457,26269625894.765278,1294679439707.405029
32000000,16,864,979,0.009706,0.006359,0.009745,26374465068.005314,26269383296.020184,1288241120119.126465
32000000,16,864,980,0.009693,0.006262,0.009749,26412010859.254288,26257799906.872143,1308180246483.526855
32000000,16,864,981,0.009702,0.006347,0.009745,26385088304.702766,26268922343.291210,1290767217558.121094
32000000,16,864,982,0.009690,0.006316,0.009747,26418457012.068092,26264820385.398540,1296983799981.696777
32000000,16,864,983,0.009701,0.006345,0.009746,26389067420.221378,26266550494.474079,1291003790574.602295
32000000,16,864,984,0.010098,0.006267,0.009942,25350347241.583580,25748312858.037491,1307191002839.878174
32000000,16,864,985,0.009696,0.006374,0.009746,26402705613.882587,26267871121.701115,1285219598007.891846
32000000,16,864,986,0.010111,0.006295,0.009745,25319723325.860645,26268898092.359528,1301352138783.656494
32000000,16,864,987,0.009712,0.006354,0.010606,26360207291.073517,24137405952.907043,1289260921848.870361
32000000,16,864,988,0.009710,0.006286,0.011136,26365104798.633621,22989387253.666096,1303300363320.645264
32000000,16,864,989,0.009715,0.006390,0.011134,26351318236.635483,22992697121.030632,1282035230861.253906
32000000,16,864,990,0.009720,0.006360,0.011138,26336402693.806149,22983430656.066246,1288044238417.424561
32000000,16,864,991,0.009718,0.006392,0.011134,26341700631.070965,22993440578.639862,1281693637971.104736
32000000,16,864,992,0.009954,0.006234,0.011134,25717624696.426155,22991869048.376930,1314147717591.929199
32000000,16,864,993,0.010097,0.006397,0.011137,25354371918.576656,22987442666.859619,1280659739856.302246
32000000,16,864,994,0.009713,0.006364,0.011135,26356999386.934692,22990751974.268780,1287235065865.012451
32000000,16,864,995,0.009708,0.006408,0.011134,26370764718.862541,22993502540.619720,1278404790817.324463
32000000,16,864,996,0.010092,0.006322,0.011134,25365900635.874569,22992509198.162418,1295802103772.724365
32000000,16,864,997,0.009711,0.006401,0.011138,26361705663.283386,22983368748.357059,1279755646833.598877
32000000,16,864,998,0.010096,0.006328,0.009752,25357644308.946899,26252217985.065483,1294595348833.723145
32000000,16,864,999,0.009709,0.006349,0.009746,26368341838.110580,26266547798.231689,1290329083959.933838
32000000,16,864,1000,0.010102,0.006270,0.009745,25341724744.675774,26269032860.639465,1306610136344.017822
32000000,16,864,1001,0.009676,0.006348,0.009745,26456344249.288452,26268625843.666859,1290577695662.689453
32000000,16,864,1002,0.009706,0.006323,0.009745,26374848205.968929,26270057215.370472,1295533036347.586182
32000000,16,864,1003,0.009708,0.006351,0.009746,26369566800.109573,26268032844.886154,1289918058670.461914
32000000,16,864,1004,0.009655,0.006265,0.009747,26515544629.099632,26264604814.200836,1307590152126.535156
32000000,16,864,1005,0.010238,0.006358,0.009745,25004346462.501801,26269194598.129803,1288480617993.651855
32000000,16,864,1006,0.009702,0.006310,0.009746,26386698305.495262,26266871214.004387,1298155721857.632324
32000000,16,864,1007,0.009705,0.006346,0.009746,26378250721.750420,26267466837.158321,1290985275752.874268
32000000,16,864,1008,0.009706,0.006237,0.009746,26374956897.863930,26268224222.672558,1313430079786.706543
32000000,16,864,1009,0.009703,0.006331,0.009746,26383018985.192600,26267059868.712376,1293960213044.692871
32000000,16,864,1010,0.009708,0.006347,0.011135,26370903252.100288,22991600609.559803,1290708240068.744385
32000000,16,864,1011,0.009712,0.006344,0.009827,26359800149.420967,26050255207.752369,1291378864262.032227
32000000,16,864,1012,0.009702,0.006248,0.009746,26384979519.395180,26268248482.165836,1311169783810.483887
32000000,16,864,1013,0.009695,0.006349,0.009751,26404151645.141884,26255020766.823120,1290302867345.585449
32000000,16,864,1014,0.009702,0.006318,0.009746,26385145408.444420,26266871214.004387,1296677296391.639404
32000000,16,864,1015,0.009945,0.006334,0.009745,25741645978.657082,26270275573.088047,1293366743234.092285
32000000,16,864,1016,0.009709,0.006257,0.009745,26366057904.626812,26269949386.343098,1309168896920.241211
32000000,16,864,1017,0.009706,0.006330,0.009746,26375500370.776924,26268383253.586288,1294187734976.445801
32000000,16,864,1018,0.009662,0.006285,0.009746,26496076090.094051,26266305236.726479,1303462321461.520508
32000000,16,864,1019,0.009705,0.006326,0.009935,26378579603.551971,25767008867.047726,1294935871352.289062
32000000,16,864,1020,0.009709,0.006238,0.009747,26366410923.602428,26263332996.555779,1313217003609.845459
32000000,16,864,1021,0.009704,0.006355,0.011133,26380104531.732231,22994351378.984604,1289112616269.337646
32000000,16,864,1022,0.009707,0.006305,0.010279,26373734153.338158,24904000426.412792,1299271855625.605713
32000000,16,864,1023,0.010105,0.006317,0.009763,25334384179.883568,26222146644.011112,1296887296578.187500
32000000,16,864,1024,0.009706,0.006180,0.009745,26375693307.812115,26269952073.476818,1325609243277.071289
